device_id,timestamp,ax,ay,az,azimuth,pitch,roll,lat,lon,speed
bike_v1,1763574049857,1.83156,5.89213,5.80354,-114.14504,-20.27199,9.08723,22.59427,88.43325,0
bike_v1,1763574049880,1.02472,8.03494,3.46441,-111.67323,-44.07414,17.51539,22.59427,88.43325,0
bike_v1,1763574049898,1.63763,5.43244,5.05177,-104.06081,-65.7897,16.47739,22.59427,88.43325,0
bike_v1,1763574049917,1.87466,4.7477,14.23592,-111.47737,-45.64995,17.96117,22.59427,88.43325,0
bike_v1,1763574049937,3.5506,6.71813,0.6608,-112.29457,-18.29631,7.50184,22.59427,88.43325,0
bike_v1,1763574049957,-0.33279,4.96797,15.33007,-142.15288,-61.73817,79.45734,22.59427,88.43325,0
bike_v1,1763574049979,4.71658,9.9527,14.63097,-86.03716,-17.95183,-1.24361,22.59427,88.43325,0
bike_v1,1763574049997,1.88663,4.61602,6.52181,-118.49103,-32.92058,17.86774,22.59427,88.43325,0
bike_v1,1763574050017,3.39258,7.1012,-0.25618,-115.24821,-34.21201,16.13412,22.59427,88.43325,0
bike_v1,1763574050037,-0.94332,4.30477,6.47392,-143.07056,-64.40054,85.6817,22.59427,88.43325,0
bike_v1,1763574050057,2.70305,6.80911,6.13155,-76.03806,-33.34462,-8.29023,22.59427,88.43325,0
bike_v1,1763574050077,3.16992,6.33266,9.81144,-117.62443,-45.4588,23.78997,22.59427,88.43325,0
bike_v1,1763574050097,2.59292,4.7477,6.04775,-119.56951,-31.5573,17.90484,22.59427,88.43325,0
bike_v1,1763574050117,1.63045,6.62236,9.67976,-122.9446,-35.8111,23.2068,22.59427,88.43325,0
bike_v1,1763574050137,1.94888,5.8203,6.95516,-105.70416,-34.00525,9.56111,22.59427,88.43325,0
bike_v1,1763574050157,1.98479,4.82432,5.13317,-111.9392,-38.86176,15.65322,22.59427,88.43325,0
bike_v1,1763574050179,0.75657,6.80432,4.77643,-117.14105,-41.23735,21.13951,22.59427,88.43325,0
bike_v1,1763574050197,0.72544,4.37899,5.04219,-99.36123,-54.59775,9.00065,22.59427,88.43325,0
bike_v1,1763574050217,3.04782,6.68461,17.11615,-101.37847,-40.683,8.18723,22.59427,88.43325,0
bike_v1,1763574050238,2.5187,6.09803,9.80186,-115.64434,-21.03156,10.09665,22.59427,88.43325,0
bike_v1,1763574050258,1.67115,5.70778,5.58088,-114.88212,-31.07127,14.41102,22.59427,88.43325,0
bike_v1,1763574050281,1.03908,3.25611,3.69186,-110.5726,-44.41409,16.66993,22.59427,88.43325,0
bike_v1,1763574050297,0.70868,7.42203,6.02142,-111.29394,-40.33078,15.7194,22.59427,88.43325,0
bike_v1,1763574050317,1.24977,8.08522,8.82024,-97.5338,-50.75496,6.71248,22.59427,88.43325,0
bike_v1,1763574050337,3.00233,4.70461,13.0053,-100.81251,-42.22691,8.06477,22.59427,88.43325,0
bike_v1,1763574050681,3.14119,7.15866,7.63032,-116.13049,-52.96696,25.98322,22.59427,88.43325,0
bike_v1,1763574050697,0.39983,7.09163,4.10127,-118.65675,-40.94322,22.37561,22.59427,88.43325,0
bike_v1,1763574050716,0.72305,5.52821,10.97502,-95.31606,-59.84053,5.56816,22.59427,88.43325,0
bike_v1,1763574050736,4.38857,7.185,9.57441,-98.03989,-26.68497,3.76927,22.59427,88.43325,0
bike_v1,1763574050757,1.72861,4.45082,10.63265,-125.67467,-34.30136,24.62505,22.59427,88.43325,0
bike_v1,1763574050776,0.55306,6.7325,6.3159,-112.35908,-22.44917,9.23413,22.59427,88.43325,0
bike_v1,1763574050797,2.97599,5.1212,4.03423,-96.11401,-46.71944,5.00442,22.59427,88.43325,0
bike_v1,1763574050816,0.77572,4.06775,11.83454,-128.60379,-45.61092,36.41566,22.59427,88.43325,0
bike_v1,1763574050836,1.96564,4.71418,11.07558,-101.20514,-18.93106,3.75022,22.59427,88.43325,0
bike_v1,1763574050857,1.72383,5.68384,8.30788,-113.87407,-22.73801,10.06379,22.59427,88.43325,0
bike_v1,1763574050880,0.4118,4.8722,2.86347,-109.11785,-33.8174,11.72213,22.59427,88.43325,0
bike_v1,1763574050897,1.63045,6.36139,6.68701,-97.85755,-59.29979,8.18375,22.59427,88.43325,0
